source_id,label
5278530268667706496,-1
5278543428447897088,6642
5278546417749448320,-1
5278552018385140352,5006
5278579510469369344,-1
5278594972349555328,6600
5278610086343652992,6453
5278690286263560832,-1
5278692377914753280,4718
5278693855383046400,-1
5278754809557423744,-1
5278757077300243712,-1
1836727306556036352,-1
1837085609903393536,1775
2195750146876812032,863
2265147094573959680,-1
2265978772039868160,696
2266168923126876800,-1
2196729781672133376,-1
2268895913827623040,696
3828967162610494336,768
3829151154714163840,768
3829153422456796160,-1
3829154899925653376,-1
3829158473338470528,768
3829177955310314112,768
3830688478128357120,768
3831477863052764032,768
2252050880293836288,976
3837316677818422912,1557
3839189249199582464,-1
4658033938392272000,-1
4658035179593088512,-1
4658036794460184192,-1
4469996391668412160,-1
4317946715404930432,-1
4318034843797970432,-1
2242928305336052480,-1
2242950016392586496,-1
4318147616785485824,1510
5278221168459981696,6519
5278239138603502464,-1
5278291335348863744,6744
5278295144977356544,3925
5278464950807649024,-1
5278488727746643200,-1
5278647435377393280,-1
5278677504444280960,5005
5278703063790953600,-1
5278710451135217792,-1
5278725500701176960,5006
1836797400420998272,2435
2264328340662716928,-1
2264876580353609728,659
2266005851809231744,-1
2266465649533268736,902
5961426190410034048,-1
5961570909306883200,-1
3829079274142042112,768
3829154590687922048,768
3829169949491013120,-1
3830664013994573952,768
3830702634340812672,768
3830712804822924288,768
3830716893632244864,768
3835737920854082816,-1
3837053001185707904,-1
2252452751794689152,-1
3829149234864039296,768
3829155488336400768,768
3829165551444840320,768
3829170091225347584,768
3835083127319965568,768
2251979381973327616,-1
2253228148010499712,2209
4658032667124767872,-1
4658033079398870528,-1
4658037133849745664,3583
4658039848136167680,-1
4658042017143232640,3312
4658047819636902144,-1
4658049022331139584,-1
4658058990815016064,4950
4658060674484601088,-1
4658061975928214656,4951
4658063075438245504,6757
4658063968797700352,6906
4658067645261504768,-1
4658067993076683648,7006
4658071768373192064,3118
4658053252741105792,6385
4658073937309043840,-1
4658074036158696448,4273
4658074757669097984,6685
4658076067612643456,3741
4658077270264610688,6969
4658077850096186496,-1
4658080014765730688,-1
4658086508742288896,-1
4658086543100656640,4000
4658086822255935872,2802
4658087509450625792,-1
4658088712058335232,2835
4658092899646918784,5127
4658094239598292864,-1
4658095996215822976,6764
4658097916143673600,-1
4658100080831202432,-1
5902492951263616256,-1
5902512467598855040,-1
6069553847482229632,-1
6070034402785343488,-1
5947877252186705152,2261
5937185566775274880,5683
6030035372444188800,5003
6030102545670057472,4736
5238423009358302848,-1
5238437028163566208,-1
5238455062702173440,-1
5834044469795806080,4745
6027823017525052928,-1
6027850024281951360,5872
6027916029360918656,-1
4152149742117770112,1909
4152219728595820416,-1
2054166966577739008,3062
4071652537358772480,5722
5901071110939938944,5285
5901225351791426304,1855
5901445078011382016,-1
4312231728800165376,4291
4312275915434370944,4338
4318084497950287744,-1
5278264633533736192,6744
5278282672413725312,5108
5278284596539298944,4342
5278285318113413120,-1
5278293053335568384,5452
5278322121674292480,6746
5278352113425886976,-1
5278358882307825920,420
5278362661864535680,-1
4071781867423619840,5722
5901370830927579136,1613
4312092464487480960,3376
4312213346369325184,-1
4317950529337360384,-1
4318077488560126336,-1
4318111573418367872,2253
5277664781217229568,1519
5277802701207458176,-1
5278232232296035328,-1
5278268310025766784,-1
5278292739800781952,-1
5278318234722873728,-1
5278404821264577792,-1
5278412414766455552,3925
5278451997183703424,-1
5278502128040680576,-1
5278511748767873280,-1
5278558860263784448,4787
5278574008614622848,6600
5278652005223841536,5574
5278660255860971520,-1
5278762059462499968,3925
1837011255437272448,-1
5793739981268856064,-1
2263807240870297216,-1
2264268039321997824,-1
2195937888486787840,-1
2196153362703166080,-1
2269833762886227968,-1
5961440140503495808,-1
5961495150426148096,3255
245848704029608320,851
5961523703316205952,4968
4658033629154687744,4887
4658035587663035904,2861
4658038302103701888,6880
4658039951351869696,-1
4658044864811575040,6671
4658047239822211072,-1
4658050843251063424,-1
4658055035284975616,6764
4658056482594341248,-1
4658061670918131328,-1
4658064278038723584,-1
4658064797654972544,2996
4658066408242215296,-1
4658066442666357760,7079
4658066927918560256,-1
4658067301659741568,6907
4658068469829442816,6671
4658069161343528832,-1
4658070290894295808,-1
4658052458306611840,6679
4658053733815838080,-1
4658076853665236352,7079
4658077850008761856,-1
4658080701945087232,5127
4658082900901692416,-1
4658084137853964672,3600
4658085649748946432,-1
4658089635468509184,6632
4658090563181368064,6299
4658093384965080320,-1
4658093449345524992,-1
4658094342722612736,6818
4658094858118673792,6709
4658104826672221312,-1
4658105062977910912,3144
4658107747249162112,6586
4658109671394604416,-1
4658110113861952128,3144
4658111866221402368,-1
4658113034455655168,2529
4658113309258963200,-1
4658113412411867776,2587
4658116985812564992,2499
437267875924401664,-1
437713689232227584,-1
5251660682687735168,-1
5278366785033188224,6453
