source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error
3949592762227105920,188.0086244079555,0.481278,21.26107746285187,0.31718048,1.7456799066108455,0.5018386,13.415646,-6.339146011357924,0.61222905,-11.823484091446668,0.42058653,19.871721,20.802296,18.574095,211.96228564127546,0.8290893,65.23769119601722,7.611068,294.79536455656023,6.9409676
3949594235401702784,188.04871470822025,1.8753616,21.279397742714405,1.0356376,,,,,,,,20.826683,21.4015,19.372149,87.95757368791318,1.576549,37.567846643843865,19.45611,141.35096248421755,9.505841
3949595609791183104,188.25024029738546,0.45519546,21.26947680124915,0.51350963,1.5245340319035767,0.6927503,22.056576,-14.481277828356037,0.59700906,-16.63686027199818,0.7031694,20.061186,21.01959,18.92597,178.02147667875437,0.8996812,53.40483407999418,6.456563,213.19167414791207,10.109868
3949597503871925248,188.34982666206002,0.04988898,21.30482585826701,0.060380895,0.31306784180510644,0.07315056,10.67993,5.606271474017249,0.07136486,-9.090138892933895,0.081473425,16.570095,16.900343,16.066536,4435.1539588489295,2.6299891,2372.901130287574,14.247791,2968.5456715302325,9.710201
3949597503871925888,188.3568238825143,0.025343664,21.3148678748554,0.026124317,0.6872810886492431,0.034340743,14.330585,7.268530101118868,0.03686487,-12.350470657161326,0.036280774,14.926806,15.228086,14.453593,20147.63896859394,6.263855,11070.888199111103,17.428122,13113.573962850693,14.619963
3949602451674231936,188.30160087834486,0.013235643,21.427661108298942,0.014289658,4.04212804594417,0.018444408,23.77378,-22.842718821677195,0.018939175,6.588087060871162,0.020073613,13.193147,13.698025,12.533113,99469.11103156708,18.33265,45311.335898777186,43.535774,76897.69271703619,36.292492
3949602928415318656,188.2987795906025,0.111176014,21.47973100974561,0.13108362,0.1355804339546883,0.16859283,1.6628212,-1.288511284832071,0.14681123,-1.051053334595341,0.18047234,18.003214,18.35659,17.436533,1184.84441262582,1.3806902,620.5556736893217,12.965343,840.514526222492,11.378698
3949603375091913472,188.1956533368399,0.56938857,21.46804817672789,0.6462521,0.09452794712446719,0.8129317,15.533703,-3.62611989321048,0.7908698,-15.104541805511317,0.9041077,20.28968,20.835518,19.583145,144.23630842344932,0.94769746,63.27173265727376,7.5259004,116.38591563166707,8.088031
3949605024359573504,187.93239077851277,0.32306617,21.317630347036335,0.22857386,1.6443393516114364,0.35373864,15.601314,12.910825705145443,0.42068675,-8.758513125140595,0.32080847,19.59816,20.782082,18.452042,272.6986530280534,0.93653345,66.4636175736094,5.5687623,329.8690025651891,7.03747
3949607532620482432,187.97206241024003,1.7746813,21.365632968737582,1.6964426,-2.3133088157042385,1.7954493,10.387041,3.735035508684203,2.0805967,-9.692271884463564,2.5089145,20.768068,21.131128,20.167486,92.83659818220454,1.0883158,48.19095107554943,8.914241,67.94602861078677,13.526265
3949608773866070784,187.80713007928347,0.043415185,21.329736567226558,0.03732708,0.41294816314063587,0.048786264,8.903185,-8.903089034957684,0.0550289,0.04131005256492103,0.04362423,16.112804,16.45334,15.6016245,6758.105265470631,2.9266322,3581.6292039915193,13.338988,4555.208560198313,12.040674
3949609254902389376,187.87215654147332,7.458218,21.38287938031421,9.541266,,,,,,,,21.03609,21.02403,19.74068,72.52882530942478,1.3629038,53.1868863686851,23.309586,100.66676409954415,21.62036
3949609456765836928,187.86052284646962,0.21846361,21.39446710591654,0.1608168,1.3041388805807703,0.25120372,40.349247,8.907780274196796,0.28192097,-39.35369382689011,0.2169782,19.127342,20.185966,18.131205,420.7362771409288,0.9553435,115.08809529469151,6.113347,443.2781217987596,6.8209033
3949613893467381504,188.13950965103422,11.202409,21.479593025679012,9.9939165,,,,,,,,21.71097,20.390116,19.141562,38.954630832674695,1.8159826,95.3610336466414,10.42308,174.7967869925858,14.810101
3949614615020717184,188.07886390134757,0.39373723,21.488226354627738,0.3235166,0.5272154109059364,0.49916822,3.7805016,-0.9160321186575353,0.52564216,-3.667843782836135,0.41129324,19.878536,20.83238,18.62574,210.63575275978556,0.85051715,63.45484365301551,8.764632,281.10072889916046,8.693662
